"date","locality","state","location_detail","online","type","title","macroevent","actors","organizations","participants","claims","valence","issues","issues_major","size_text","size_low","size_high","size_mean","size_cat","arrests","arrests_any","injuries_crowd","injuries_crowd_any","injuries_police","injuries_police_any","property_damage","property_damage_any","chemical_agents","participant_measures","police_measures","participant_deaths","police_deaths","source_1","source_2","source_3","source_4","source_5","source_6","source_7","source_8","source_9","source_10","source_11","source_12","source_13","source_14","source_15","source_16","source_17","source_18","source_19","source_20","source_21","source_22","source_23","source_24","source_25","source_26","source_27","source_28","source_29","source_30","notes","lat","lon","resolved_locality","resolved_county","resolved_state","fips_code"
2024-08-26,"Boise","ID","Legislative Information Center",0,"demonstration",NA,NA,"Boise to Palestine; Boise State Students for Palestine","Boise to Palestine; Boise State Students for Palestine",NA,"for immediate and permanent ceasefire in Gaza, against genocide in Gaza, for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"encampment","on scene",NA,NA,"https://www.instagram.com/p/C6iZXGbu6VY/?utm_source=ig_web_copy_link","https://www.instagram.com/p/C6ksq_HNoHj/","https://www.instagram.com/p/C6y5ggNR3z1/","https://x.com/LilacBrie/status/1828450697110790541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",43.615019,-116.202314,"Boise","Ada County","ID",16001
2024-07-28,"Palo Alto","CA","Town & Country Village",0,"vigil","Vigil for the Children of Gaza",NA,"Vigil4Gaza","Vigil4Gaza",NA,"in remembrance of Palestinian children killed in Gaza, against genocide in Gaza, against Israeli occupation and apartheid, for Palestinian liberation, I'm a sister and I stand against genocide, babies are not collateral damage, I'm a human and I stand against apartheid, stop killing kids, save Gaza, decolonize the world, I'm a human and I stand against starving children, ceasefire now / enough, free Palestine / stop the genocide, end Israeli apartheid, I'm a teacher and I stand against genocide, bombing kids = war crime, , Gaza 4evr, stop the genocide / how is this complicated?, killing children is not self-defense, free Palestine / Palestina libre, honk if you have a [heart], I'm a mother and I stand against killing children, never again for anyone / cease fire now, Israeli soldiers are killing their own ordered by 1986 Hannibal Directive / ""better dead than taken hostage"", over 186000 killed in Gaza reports The Lancet of Britain, end U.S. complicity in starvation and war crimes, Palestinian children deserve to live, I'm a grandmother and I stand against genocide [Handala], blood on our hands",0,"education; foreign affairs; military; women's rights","foreign affairs","count video",30,40,35,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/vigil4gaza/","https://www.instagram.com/p/C9_3w5OR_oy/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vigil for the Children of Gaza every Sunday",37.4418834,-122.1430195,"Palo Alto","Santa Clara County","CA",6085
2024-08-13,"Los Angeles","CA","I-405 and Venice Blvd",0,"direct action",NA,NA,"IfNotNow LA; Jews; allies","IfNotNow LA","Jews; allies","in commemoration of Tisha B'Av, for a lasting ceasefire in Gaza, for rejecting AIPAC funding, for an arms embargo on Israel, against genocide in Gaza, for Palestinian liberation, not in our name, free Palestine, arms embargo now, Jews reject AIPAC / arms embargo now, Tisha B'Av mourning the dead, every life is sacred, equality / justice / safety, Jews say arms embargo now",0,"foreign affairs; religion","foreign affairs","40-50",40,50,45,1,"9.0",1,NA,0,NA,0,NA,0,0,"blocked freeway with sit-in and parked cars for nearly an hour at morning rush hour; megaphone","called to scene",NA,NA,"https://x.com/JonnyPeltz/status/1823392484665483428","https://x.com/IfNotNowOrg/status/1823407070118297736","https://x.com/JonnyPeltz/status/1823462503579607415","https://www.jpost.com/breaking-news/article-814602","https://www.foxla.com/news/405-freeway-gaza-protesters-block-traffic-west-la",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",34.052234,-118.243685,"Los Angeles","Los Angeles County","CA",6037
2024-04-16,"Austin","TX","12th St and I-35",0,"demonstration","Ceasefire Now Banner Drop",NA,"Austin for Palestine Coalition","Austin for Palestine Coalition",NA,"for ceasefire in Gaza, for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://austin4palestine.org/calendar/","https://www.instagram.com/p/C4_lXH7gmll/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceasefire Now Banner Drop every Tuesday since January 2024",30.267153,-97.743061,"Austin","Travis County","TX",48453
2024-06-17,"Phoenix","AZ","Camelback Rd and 7th Ave",0,"demonstration",NA,NA,"",NA,NA,"for Palestinian liberation, Palestine flag, 15000 children massacred / end the siege, from the river to the sea Palestine will be free",0,"foreign affairs","foreign affairs","count video",2,3,2,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/C8VwaFtJC9F/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"feat. Rumsey",33.4483771,-112.0740373,"Phoenix","Maricopa County","AZ",4013
2024-05-10,"Santa Barbara","CA","University of California Santa Barbara",0,"demonstration","UCSB LIberated Zone",NA,"students; university affiliated individuals",NA,"students; university affiliated individuals","for divesting University of California Santa Barbara from Israel, against genocide in Gaza, for Palestinian liberation",0,"banking and finance; education; foreign affairs","banking and finance; education; foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"encampment",NA,NA,NA,"https://twitter.com/strawberyfeels/status/1785799578379513888","https://www.independent.com/2024/05/04/uc-santa-barbara-students-camp-in-peace/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UCSB LIberated Zone",34.4208305,-119.6981901,"Santa Barbara","Santa Barbara County","CA",6083
2024-03-30,"Tucson","AZ","Reid Park",0,"caravan","March With Palestine for Land & Liberation",NA,"PSL; JVP Tucson; Arizona Palestine Solidarity Alliance","PSL; JVP Tucson; Arizona Palestine Solidarity Alliance",NA,"in commemoration of Land Day, for Palestinian right of return, for permanent ceasefire in Gaza, for ending U.S. aid to Israel, for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/C4_eSxZvwbO/?img_index=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March With Palestine for Land & Liberation to join rally in Phoenix",32.2539787,-110.9741769,"Tucson","Pima County","AZ",4019
2023-03-19,"Newton","MA",NA,0,"protest",NA,NA,"",NA,NA,"against judicial overhaul in Israel, for democracy in Israel, against Netanyahu government, saving Israeli democracy, against Bundes organization, fight for Israel democracy, must resist, defend Israeli democracy, Israel flag, shame on Smotrich",0,"democracy; foreign affairs; judiciary","democracy; foreign affairs; judiciary","count video",25,35,30,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://twitter.com/orlybarlev/status/1637560738985254913","https://twitter.com/ArnaudFrom/status/1637556613828558848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",42.3370413,-71.2092214,"Newton","Middlesex County","MA",25017
2024-02-09,"Longmeadow","MA","Longmeadow St and Forest Glen Rd",0,"demonstration",NA,NA,"",NA,NA,"against systemic racism, against Russia's invasion and war in Ukraine, against bullying",1,"foreign affairs; military; racism","foreign affairs; military; racism",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.masslive.com/news/2023/06/dueling-rallies-highlight-divergent-missions-in-longmeadow-anti-racism-group.html","https://www.facebook.com/groups/856764564832052/","https://www.wwlp.com/news/local-news/hampden-county/longmeadow-anti-racism-coalition-resumes-weekly-standouts/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"every Friday since split with LARC over expanding claims to include war in Ukraine at some point after April 2022; guesstimating timing of split to May 2022",42.050102,-72.582864,"Longmeadow","Hampden County","MA",25013
2024-05-03,"Middlebury","VT","Middlebury College",0,"demonstration; rally; march","Gaza Solidarity Encampment",NA,"students; alumni",NA,"students; alumni","for divesting Middlebury College from Israel, for academic boycott of Israel, for free expression and amnesty for student protesters, for statement from college administration calling for ceasefire in Gaza, for Palestinian liberation, while Old Chapel stalls bombs on Gaza fall!, Palestine flag, river to the sea Palestine will be free",0,"banking and finance; education; foreign affairs","banking and finance; education; foreign affairs","upwards of 200",200,200,200,2,NA,0,NA,0,NA,0,NA,0,0,"encampment",NA,NA,NA,"https://www.middleburycampus.com/article/2024/04/we-are-in-it-for-the-long-haul-students-camp-out-on-campus-in-solidarity-with-gaza-demanding-divestment","https://www.middleburycampus.com/article/2024/05/students-march-to-old-chapel-pressuring-college-to-call-for-ceasefire-divestment","https://www.middlebury.edu/announcements/announcements/2024/05/5324-update-encampment-and-campus-protests",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gaza Solidarity Encampment",44.015337,-73.16734,"Middlebury","Addison County","VT",50001
2024-06-08,"Teaneck","NJ","AUCC, 55 Hillside Ave",0,"caravan","Flood Washington DC",NA,"Wheels of Palestine; NJ Cars 4 Palestine","Wheels of Palestine; NJ Cars 4 Palestine",NA,"against genocide in Gaza, against President Biden's support for Israel, for Palestinian liberation",0,"foreign affairs; presidency","foreign affairs; presidency",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"caravan to DC",NA,NA,NA,"https://www.instagram.com/p/C7zLRlHA6cn/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flood Washington DC",40.8932469,-74.0116536,"Teaneck","Bergen County","NJ",34003
2024-05-01,"Minneapolis","MN","University of Minnesota",0,"demonstration",NA,NA,"UMN Divest Coalition; SJP UMN; students","UMN Divest Coalition; SJP UMN","students","for divesting University of Minnesota from Israel and weapons manufacturers, for banning Lockheed Martin and other weapons manufacturers from job recruiting on campus, for academic boycott of Israel, for university statement recognizing rights of Palestinian people, for amnesty for all students and faculty and staff disciplined for pro-Palestine activity, for Palestinian liberation, we stand with Palestine, Palestine flag",0,"banking and finance; economy; education; foreign affairs; labor","banking and finance; economy; education; foreign affairs; labor",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"encampment",NA,NA,NA,"https://twitter.com/SeanLimMN/status/1785079696863977638","https://twitter.com/daviss/status/1785899640103006325","https://www.kpax.com/news/missoula-county/university-of-montana-students-call-for-investment-disclosure-at-ceasefire-protest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",44.977753,-93.265011,"Minneapolis","Hennepin County","MN",27053
2024-01-14,"New York","NY","Consulate General of the United Arab Emirates in NY, 305 E 47th St, Manhattan; Bryant Park, Manhattan",0,"protest","Back to the People","20240114-nyc-sudan","",NA,NA,"against United Arab Emirates complicity in war and genocide in Sudan, against crimes against humanity, for Sudan's liberation, free Sudan, Palestine flag, Sudan flag, Sudanese you make us proud!, UAE make it right! cut the funds end the fight!, say it loud say it bold! no more blood for our gold!, UAE you will see all Sudan will be free!, from Dakar to Palestine occupation is a crime!, free the people free the land! RSF out Sudan!, free free Sudan!, liberate Sudan, keep eyes on Sudan, UAE you will see all of Sudan will be free!, RSF you can't hide! we charge you with genocide!, no justice no peace! fuck these racist ass police!, NYPD KKK IDF they're all the same!",0,"foreign affairs; military; policing; racism","foreign affairs; military","count video",150,200,175,2,NA,0,NA,0,NA,0,"broke counter-protester's glasses",1,0,"megaphones; amplified sound; prayer; some approached and verbally confronted counter-protester; one snatched flag from counter-protester, then scuffled with counter-protester when he chased and grabbed them; one punched counter-protester in the face; others surrounded counter-protester and tried to draw scuffling protesters away; marched in street","on scene; intervened in scuffle between protesters and counter-protester and escorted counter-protester away",NA,NA,"https://twitter.com/7ilomur/status/1741983002425495641","https://twitter.com/probablyreadit/status/1746611101683355894","https://twitter.com/probablyreadit/status/1746617806781550924","https://twitter.com/probablyreadit/status/1746636909076443273","https://twitter.com/probablyreadit/status/1746626065294877055","https://twitter.com/probablyreadit/status/1746632099568722326","https://twitter.com/probablyreadit/status/1746649928426807671","https://twitter.com/mfsgottenshook/status/1746610852919222721","https://twitter.com/probablyreadit/status/1746671605000904795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back to the People",40.7127753,-74.0059728,"New York",NA,"NY",36061
2024-03-24,"Nyack","NY",NA,0,"rally",NA,NA,"Run for Their Lives","Run for Their Lives",NA,"for safe release of hostages held by Hamas, in solidarity with Israel, Israel flag, American flag, kidnapped",0,"foreign affairs; patriotism","foreign affairs","count video",13,15,14,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/C5A0-ffOuus/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"location only given as Rockland County, so locating in county seat",41.0906519,-73.9179146,"Nyack","Rockland County","NY",36087
2023-10-01,"La Marque","TX",NA,0,"demonstration","National Life Chain",NA,"",NA,NA,"against abortion, for Christian values",2,"religion; reproductive rights","religion; reproductive rights",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.lifechain.org/participate","https://lifechain.net/TexasList_V2.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Life Chain",29.368567,-94.971313,"La Marque","Galveston County","TX",48167
2023-04-08,"Los Angeles","CA","United States Courthouse",0,"protest",NA,NA,"Rise Up 4 Abortion Rights; By Any Means Necessary; Freedom Socialist Party","Rise Up 4 Abortion Rights; By Any Means Necessary; Freedom Socialist Party",NA,"against suspension of FDA approval for mifepristone by federal court ruling, for access to abortion medication, against fascism, for women's rights, for legal abortion nationwide, hands off abortion medication, the real power is in the streets, defend abortion rights by any means necessary, patriarchy and capitalism you can't end one without ending the other, forced motherhood is female enslavement! abortion on demand and without apology, break all the chains! unleash the fury of women as a mighty force for revolution",1,"democracy; economy; judiciary; labor; reproductive rights; transportation; women's rights","democracy; judiciary; labor; reproductive rights; women's rights","count video",12,14,13,1,NA,0,NA,0,NA,0,NA,0,0,"amplified sound",NA,NA,NA,"https://twitter.com/riseup4abortion/status/1638312432933171200","https://twitter.com/ABC7Tim/status/1644857195199365120","https://www.cbsnews.com/losangeles/news/protestors-rally-for-abortion-rights-in-downtown-la/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",34.052234,-118.243685,"Los Angeles","Los Angeles County","CA",6037
2024-05-08,"San Jose","CA","San Jose State University",0,"rally; march","Rally for Solidarity With Gaza",NA,"SJSU for Gaza; students","SJSU for Gaza","students","for divesting San Jose State University from Israel, against genocide in Gaza, for Palestinian liberation, long live the student intifada [watermelon], SJSU divest now / all eyes on Rafah",0,"banking and finance; education; foreign affairs","banking and finance; education; foreign affairs","count pic",100,150,125,2,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.indybay.org/newsitems/2024/05/09/18866045.php",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rally for Solidarity With Gaza",37.33874,-121.8852525,"San Jose","Santa Clara County","CA",6085
2023-03-18,"Atlanta","GA","Piedmont Park",0,"demonstration",NA,NA,"New Columbia Movement; American Society for the Defense of Tradition, Family, Property","New Columbia Movement; American Society for the Defense of Tradition, Family, Property",NA,"for Catholic values, for traditional marriage, against homosexuality, God's marriage = 1 man + 1 woman",2,"lgbtqia; religion","lgbtqia; religion","count pic",6,7,6,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/Cp8jN5HMf5f/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",33.748995,-84.387982,"Atlanta","Fulton County","GA",13121
2023-02-25,"Crystal Lake","IL","Holiday Inn Chicago NW Crystal Lake Conv Ctr, an IHG Hotel, 800 S Illinois Rte 31",0,"protest","Stop the Hate Attacks on Public Education","20230225-crystallake-charliekirk","McHenry County National Organization for Women","McHenry County National Organization for Women",NA,"against attacks on public education, against racism, against anti-LGBTQ+ hate, against school choice and school voucher programs, against Charlie Kirk, against Turning Point USA, in support of teachers and students, Kirk is a fascist, be proud of who you are, critical race theory is a college-level course taught in law school, resist, respect women of color",1,"democracy; education; legislative; lgbtqia; racism; women's rights","education; lgbtqia; racism",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"verbal clashes with counter-protesters",NA,NA,NA,"https://twitter.com/ChiHoneyBear/status/1626981102370930689","https://twitter.com/JinxPress/status/1629536332673343488","https://www.shawlocal.com/gallery/2023/02/25/photos-protesters-appear-at-conservatives-crystal-lake-engagement/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stop the Hate Attacks on Public Education outside TPUSA event at hotel",42.241134,-88.316196,"Crystal Lake","McHenry County","IL",17111
2023-02-04,"San Diego","CA","Planned Parenthood - First Avenue Family Planning, 2017 First Ave",0,"protest",NA,"20230204-sandiego-abortionclinic","",NA,NA,"against abortion, for Christian values",2,"religion; reproductive rights","religion; reproductive rights","count video",4,6,5,1,NA,0,NA,0,NA,0,NA,0,0,"prayed",NA,NA,NA,"https://twitter.com/joeorephoto/status/1444556684853059588","https://itsgoingdown.org/clinic-defense-in-san-diego/","https://www.instagram.com/p/CoQub4xAC3P/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"every Saturday",32.715738,-117.1610838,"San Diego","San Diego County","CA",6073
2023-12-11,"Burlington","VT","Burlington City Hall",0,"rally","Pass the Ceasefire Resolution",NA,"Vermont Coalition for Palestinian Liberation; UVM Students for Justice in Palestine","Vermont Coalition for Palestinian Liberation; UVM Students for Justice in Palestine",NA,"for city council resolution calling for ceasefire in Gaza, for conditioning U.S. aid to Israel, against genocide, for Palestinian liberation, Palestine flag, free free Palestine!, ceasefire now, from the river to the sea Palestine will be free, Black Lives Matter flag, end all U.S. aid to Israel, free all Palestinian political prisoners",0,"criminal justice; foreign affairs; policing; racism","foreign affairs","over 300",300,300,300,2,NA,0,NA,0,NA,0,NA,0,0,"amplified sound",NA,NA,NA,"https://www.instagram.com/p/C0r7i0-vJua/","https://www.instagram.com/p/C0rsl8dPT7m/","https://www.instagram.com/p/C0utKaSvyri/","https://www.instagram.com/p/C0u6dmPug_s/","https://www.instagram.com/p/C0w0tE4PSXD/?img_index=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pass the Ceasefire Resolution council voted against measure at ensuing meeting",44.475882,-73.212072,"Burlington","Chittenden County","VT",50007
2023-12-14,"Philadelphia","PA","I-76 W; Spring Garden Street Bridge",0,"direct action",NA,NA,"Jewish Voice for Peace; Jews; allies","Jewish Voice for Peace","Jews; allies","for ceasefire in Gaza, for Palestinian liberation, cease fire now, let Gaza live, Philly says: ceasefire now, let Gaza live!",0,"foreign affairs","foreign affairs","count pic; about 150; about 200",125,200,162,2,"32.0",1,NA,0,NA,0,NA,0,0,"roadblock: sit-in in roadway","called to scene",NA,NA,"https://twitter.com/JVPPhilly/status/1735403749353689152","https://twitter.com/JasonFox29/status/1735405612186448252","https://twitter.com/jaybeware/status/1735408439017222557","https://truthout.org/articles/jewish-demonstrators-block-bridges-in-8-u-s-cities-demanding-ceasefire-in-gaza/","https://6abc.com/philadelphia-protest-ceasefire-gaza-i76-schuylkill-expressway/14184106/","https://www.wgal.com/article/police-arrest-protesters-blocked-bridge-philadelphia/46129193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",39.9525839,-75.1652215,"Philadelphia","Philadelphia County","PA",42101
2023-04-01,"Montgomery","NY","MBE Children's Chapter, 8 Factory St",0,"protest",NA,"20230401-montgomery-dsh","Proud Boys","Proud Boys",NA,"against Drag Queen Story Hour, for Christian values, pray for the children, protect our children, groom dogs, caution monkey pox hot spot approx 50 ft away, defend children's innocence, don't pervert the innocent ones",2,"lgbtqia; religion","lgbtqia; religion","20; roughly 20",20,20,20,1,NA,0,NA,0,NA,0,NA,0,0,"prayer; two tried to enter event but were turned away by staff with police watching; verbal clashes with counter-protesters","local, county, and state police on scene; instructed protesters and counter-protesters to stay off venue property; designated separate protest and counter-protest areas",NA,NA,"https://twitter.com/taliaotg/status/1642225008494739456","https://westchester.news12.com/supporters-critics-rally-outside-drag-queen-story-hour-in-village-of-montgomery","https://www.democratandchronicle.com/story/news/2023/04/04/lgbtq-rights-debate-evident-over-ny-drag-queen-story-hour/70064964007/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"event sold out",41.527594,-74.236816,"Montgomery","Orange County","NY",36071
2024-05-10,"Washington","DC","Lafayette Square",0,"vigil","White House Peace Vigil",NA,"",NA,NA,"for banning nuclear weapons, for peace",0,"military","military",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://en.wikipedia.org/wiki/White_House_Peace_Vigil","https://www.youtube.com/watch?v=uy5PQNRNk2s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White House Peace Vigil continuous since June 3, 1981",38.9071923,-77.0368707,"Washington","District of Columbia","DC",11001
2024-06-09,"Boise","ID","Legislative Information Center",0,"demonstration",NA,NA,"Boise to Palestine; Boise State Students for Palestine","Boise to Palestine; Boise State Students for Palestine",NA,"for immediate and permanent ceasefire in Gaza, against genocide in Gaza, for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"encampment",NA,NA,NA,"https://www.instagram.com/p/C6iZXGbu6VY/?utm_source=ig_web_copy_link","https://www.instagram.com/p/C6ksq_HNoHj/","https://www.instagram.com/p/C6y5ggNR3z1/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"confirmed ongoing on Jun 6",43.615019,-116.202314,"Boise","Ada County","ID",16001
2023-06-20,"Glendale","CA","Glendale Unified School District, 233 N Jackson St",0,"protest","Leave Our Kids Alone","20230620-glendale-lgbtschools","Gays Against Groomers; Turning Point USA; Proud Boys","Gays Against Groomers; Turning Point USA; Proud Boys",NA,"against the sexualization of children in schools, for parents rights in education, against LGBTQ+ inclusive school curricula and events, leave our kids alone, American flag, there are only 2 genders, we are here to fight for age appropriate curriculum / we are not anti-LGBT, stop grooming our kids!, pedophiles!, abomination!, protect the children, don't blame me I voted for Trump, USA! USA! USA!, I'm bisexual and I agree / leave our kids alone, fuck antifa!, whose kids! our kids!, hey politicians leave our kids alone / my child my choice / stay away from our kids / my rules not yours, keep your deviant sexual life away from our small children!, Thin Blue Line flag, MASA make America straight again, GUSD stop shoving sexual perversion down our children's throats / just stick to reading writing arithmatic / remember you work for us the parents, biology is not bigotry, we're not backing down, not your kids, parents = mom + dad, parents are the trusted adults, homosexuality is evil!, be fair and include Jesus in schools / stop the LGBTQ's mafia obvious double standards and Christian hate",2,"education; lgbtqia; patriotism; policing; presidency; racism; religion; science","education; lgbtqia","several hundred",300,300,300,2,NA,0,NA,0,NA,0,NA,0,0,"megaphones; heckled people waiting in line to give comments at meeting; one had knife confiscated by police and was asked to leave; verbal clashes with counter-protesters; shouted homophobic and misogynistic slurs at counter-protesters and journalists; surrounded and kicked and punched one counter-protester","on scene in large numbers; helmets and batons; motorcycles; confiscated knife from one protester; used tangle tape and traffic barriers to separate protesters and counter-protesters; intervened in confrontations between protesters and counter-protesters",NA,NA,"https://twitter.com/GUSDforAll/status/1668701393006501888","https://twitter.com/FordFischer/status/1671378160435208192","https://twitter.com/MrOlmos/status/1671326056849211393","https://twitter.com/TinaDesireeBerg/status/1671305286618066944","https://twitter.com/ACatWithNews/status/1671314262919352320","https://twitter.com/emilyytayylor/status/1671282039197417472","https://www.dailynews.com/2023/06/20/protests-over-lgbtq-issues-bring-drama-to-glendale-school-board-meeting/","https://twitter.com/SkySpider_/status/1671291134595981312","https://twitter.com/SwansonPhotog/status/1671372609911664640","https://twitter.com/SkySpider_/status/1671421624976027648","https://abc7.com/glendale-school-board-lgbtq-protests-lgbtqplus-lessons-in-schools-pride-month-2023/13408030/","https://www.nbclosangeles.com/on-air/protesters-lgbtq-activists-clash-at-glendale-school-board-meeting/3173874/","https://www.latimes.com/california/story/2023-06-20/glendale-school-board-meeting-once-again-ground-zero-for-dueling-lgbtq-protests","https://www.thedailybeast.com/j6ers-and-proud-boys-among-anti-lgbt-crowd-outside-glendale-school-board-meeting","https://glendalenewspress.outlooknewspapers.com/2023/06/26/final-school-board-meeting-is-met-with-protest/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leave Our Kids Alone feat. Jordan Henry, Shiva Bagheri, Mike Ancheta, Andy Lai, Adam Kiefer, Tony Moon, Siaka Massaquoi",34.142508,-118.255075,"Glendale","Los Angeles County","CA",6037
